SKU,Handle,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
,all,All,,COCO PULL ALONG POODLE,Default Title,32.00,Yes,https://janecarrolldesign.com/products/coco-pull-along-poodle,https://cdn.shopify.com/s/files/1/1302/3613/products/502.jpg?v=1494500503,"<p><strong><span style=""color: #a64d79;"">Coco is a delightful white poodle made from beautiful textured velour. She comes fur trimmered to her head, feet and tail and has delightful pale blue eyes. We've also added an embroidered name tag just in case you lose her, as well as a big pink ribbon and a pink lead. The pink lead has a quick release velcro attachment. Coco comes presented in an open fronted display box.</span> </strong></p>
<p><strong>Length - 37 cms</strong></p>"
,all,All,,Congratulations!,Default Title,2.50,Yes,https://janecarrolldesign.com/products/congratulations,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-23.jpg?v=1493807012,"<p><span style=""color: #3d85c6;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #3d85c6;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,Construction Set,Default Title,28.00,Yes,https://janecarrolldesign.com/products/construction-set,https://cdn.shopify.com/s/files/1/1302/3613/products/constructionset.jpg?v=1496416224,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>Build it up.</strong></span><br style=""box-sizing: border-box; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>A set of 5 construction vehicles with functioning parts - lifting crane,</strong></span><span style=""color: #0b5394;""><strong>scoop, roller, digger and tip-up truck and two traffic cones. </strong></span><span style=""color: #0b5394;""><strong>All vehicles have functional parts, including an extendable crane and an articulated digger arm.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>21.7x3.7x30.5</strong></span></h4>"
,all,All,Quilt,Cot Quilt - house - blue dot,Default Title,78.00,Yes,https://janecarrolldesign.com/products/cot-quilt-house-blue-dot,https://cdn.shopify.com/s/files/1/1302/3613/products/Screen_Shot_2018-10-12_at_13.54.52.png?v=1539351419,"<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-1,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Country1.jpg?v=1495447813,"<p><span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span></p>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-5,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Jungle1.jpg?v=1495448548,"<span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span><br><br><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-4,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Jungle.jpg?v=1495448484,"<span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span><br><br><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-8,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Jungle4.jpg?v=1495448821,"<p><span style=""color: #0b5394;""><strong>Crochet Animal Rattle</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span></p>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-3,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Country3.jpg?v=1495448116,"<span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span><br><br><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-7,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Jungle3.jpg?v=1495448677,"<p><span style=""color: #0b5394;""><strong>Crochet Animal Rattle</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span></p>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-6,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Jungle2.jpg?v=1495448630,"<p><span style=""color: #0b5394;""><strong>Crochet Animal Rattle</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span></p>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle-2,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Country2.jpg?v=1495447900,"<span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span><br><br><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span>"
,all,All,,Crochet Animal Rattle,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-animal-rattle,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Animal_Rattles_Country.jpg?v=1495447622,"<p><span style=""color: #0b5394;""><strong>Crochet Animal Rattle.</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Height +/- 13 cm.</strong></span></p>"
,all,All,,Crochet Giraffe Babygrow,Default Title,25.00,Yes,https://janecarrolldesign.com/products/crochet-giraffe-babygrow,https://cdn.shopify.com/s/files/1/1302/3613/products/crochet_giraffe_babygrow.jpg?v=1495013701,"<span style=""color: #134f5c;""><strong>A baby grow featuring a hand crocheted giraffe on a soft grey stripe with red trim. A beautiful hand finished all-in-one that is ideal for both baby boys and baby girls.Crochet Giraffe Baby grow is made from 100% finest quality cotton and is machine washable at 40° C.</strong></span>"
,all,All,,Crochet Rattle Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattle-round-1,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round2.jpg?v=1495449149,"<span style=""color: #0b5394;""><strong>Crochet Rattle Round</strong></span>"
,all,All,,Crochet Rattle Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattle-round-4,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round5.jpg?v=1495449362,"<span style=""color: #0b5394;""><strong>Crochet Rattle Round</strong></span>"
,all,All,,Crochet Rattle Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattle-round-2,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round3.jpg?v=1495449204,"<span style=""color: #0b5394;""><strong>Crochet Rattle Round</strong></span>"
,all,All,,Crochet Rattle Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattle-round,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round1.jpg?v=1495449100,"<span style=""color: #0b5394;""><strong>Crochet Rattle Round</strong></span>"
,all,All,,Crochet Rattle Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattle-round-3,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round4.jpg?v=1495449262,"<span style=""color: #0b5394;""><strong>Crochet Rattle Round</strong></span>"
,all,All,,Crochet Rattles Round,Default Title,14.00,Yes,https://janecarrolldesign.com/products/crochet-rattles-round,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_Rattles_Round.jpg?v=1495448978,"<p><span style=""color: #0b5394;""><strong>Crochet Rattle Round<br></strong></span></p>
<p><span style=""color: #0b5394;""><strong> </strong></span></p>"
,all,All,,Crochet Zebra Babygrow,Default Title,25.00,Yes,https://janecarrolldesign.com/products/crochet-zebra-babygrow,https://cdn.shopify.com/s/files/1/1302/3613/products/Crochet_zebra_babygrow.jpg?v=1495100525,"<span style=""color: #0b5394;""><strong>A baby grow featuring a hand crocheted zebra on a bright pink stripe. A beautiful hand finished all-in-one. Crochet Zebra Baby grow is made from 100% finest quality cotton and is machine washable at 40° C.</strong></span>"
,all,All,,Crusader Triple Pack,Default Title,22.00,Yes,https://janecarrolldesign.com/products/crusader-triple-pack,https://cdn.shopify.com/s/files/1/1302/3613/products/crusadetripleset.jpg?v=1496410374,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>Defenders of the Realm. The included Budkins are Richard the Lion heart, Dark Knight Henry and Knight Leon all in hand-finished fabric outfits.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>3 x 11 x 3</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong></strong></span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>15x3x13</strong></span></h4>
<pre class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><br><br></pre>"
,all,All,,Cup - Princess,Default Title,6.00,Yes,https://janecarrolldesign.com/products/cup-princess,https://cdn.shopify.com/s/files/1/1302/3613/products/Princess-Cup.jpg?v=1464756297,
,all,All,,Cup - Zorro,Default Title,6.00,Yes,https://janecarrolldesign.com/products/cup-zorro,https://cdn.shopify.com/s/files/1/1302/3613/products/Zorro-Cup.jpg?v=1464756313,
,all,All,,Cupcake Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/cupcake-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/cupcake.jpg?v=1494942316,"<p style=""box-sizing: border-box; margin: 0px 0px 30px; padding: 0px; border: 0px; outline: 0px; font-size: 16px; vertical-align: baseline; background: #ffffff; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: rgba(255, 0, 0, 0); color: #ed1850; font-family: 'Source Sans Pro', sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><strong>100% cotton knitted hat. Classic cupcake with red cherry bobble top!</strong></p>"
,all,All,,Cupcake Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/cupcake-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/cupcake_8ade4109-82f4-486a-a1f7-a21669484285.jpg?v=1494942401,"<p style=""box-sizing: border-box; margin: 0px 0px 30px; padding: 0px; border: 0px; outline: 0px; font-size: 16px; vertical-align: baseline; background: #ffffff; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: rgba(255, 0, 0, 0); color: #ed1850; font-family: 'Source Sans Pro', sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px;""><strong>100% cotton knitted hat. Classic cupcake with red cherry bobble top!</strong></p>"
,all,All,,Daisies,Default Title,78.00,Yes,https://janecarrolldesign.com/products/daisies-cot,https://cdn.shopify.com/s/files/1/1302/3613/products/daisies_476146c4-a12a-49d6-a3f5-1f8c382327fa.jpg?v=1497627819,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Daisies,Default Title,98.00,Yes,https://janecarrolldesign.com/products/daisies-single,https://cdn.shopify.com/s/files/1/1302/3613/products/daisy-lifestyle_d2d240e4-61f1-4e61-a666-74007caf71d0.JPG?v=1466700315,"<meta charset=""utf-8"">
<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 120 x 170 cm.</span></p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Daisies Single Quilt,Default Title,98.00,Yes,https://janecarrolldesign.com/products/daisies-single-quilt,https://cdn.shopify.com/s/files/1/1302/3613/products/daisies.jpg?v=1463694215,"<p>Single Quilt with Daisy flowers on it. very warm and comfortable.</p>
<p><span style=""color: #0000ff;""><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,,Daisy Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/daisy-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/daisy.jpg?v=1494943650,"<span style=""font-size: 16px;""><strong><span style=""color: #ed1850; font-family: 'Source Sans Pro',sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">100% cotton knitted hat. White hat, pale pink daisy with soft pink crochet flower center.</span></strong></span>"
,all,All,,Daisy Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/daisy-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/daisy_7173b8c0-3d8c-4907-b03e-ce50f638a750.jpg?v=1494943712,"<span style=""font-size: 16px;""><strong><span style=""color: #ed1850; font-family: 'Source Sans Pro',sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">100% cotton knitted hat. White hat, pale pink daisy with soft pink crochet flower centre.</span></strong></span>"
,all,All,,DARCY BEAR,Default Title,30.00,Yes,https://janecarrolldesign.com/products/darcy-bear,https://cdn.shopify.com/s/files/1/1302/3613/products/401.jpg?v=1494497668,"<p><span style=""color: #741b47;""><strong>Darcy is a gorgeous traditional Teddy Bear that is finished in the softest white fur and velvety chocolate brown nose. With embroidered eyes and nose he is safe from the birth onwards. Jointed on the legs and weighted. Darcy Bear will make a cuddly and lovable companion for any young child.</strong></span></p>
<p><strong>Height - 42 cms</strong></p>
<p> </p>"
,all,All,,DINOSAUR HEADBANGER,Default Title,20.00,Yes,https://janecarrolldesign.com/products/dinosaur-headbanger,https://cdn.shopify.com/s/files/1/1302/3613/products/dino.jpg?v=1496935912,"<span style=""color: #0b5394;""><strong><span style=""text-decoration: underline;"">Dinosaur:</span> made of complimentary shades  of green polar fleece with scotch lite fabric applique eyes and nose design that light up at night reflecting a light source. Simply slip over existing helmet – no strings or ties</strong></span>"
,all,All,,Doctor's Set,Default Title,48.00,Yes,https://janecarrolldesign.com/products/doctors-set,https://cdn.shopify.com/s/files/1/1302/3613/products/doctorset.jpg?v=1496415289,"<pre class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Doctor Doctor! A vintage style, child sized ,fabric  Doctor's Bag filled with wooden medical  instruments and bottles. 3+</strong></span><br style=""box-sizing: border-box; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>The set includes a toy  stethoscope, thermometer, syringe, blood  pressure gauge,ear scope, reflex hammer, scissors and two medicine bottles. </strong></span><br style=""box-sizing: border-box; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>Skills: Encourages creative ,social and imaginative role-play.<br><br></strong></span></pre>
<h3 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h3>
<p style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>22.6x14.5x14.4</strong></span></p>
<p style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""> </p>
<h3 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h3>
<p style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>14.8x14.5x22.6</strong></span></p>
<pre class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><strong> </strong></pre>"
,all,All,,Dogs Puzzle,Default Title,28.00,Yes,https://janecarrolldesign.com/products/dogs-puzzle,https://cdn.shopify.com/s/files/1/1302/3613/products/dogs.jpg?v=1496931009,"<li><span style=""color: #0b5394;""><strong>Material <span id=""f8"" class=""normal"">Recycled cardboard and paper</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Packaging <span id=""f10"" class=""normal"">Sturdy cardboard box</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Size <span id=""f6"" class=""normal"">72 x 49 cm.</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Box Size <span id=""f7"" class=""normal"">30 x 20 x 7,5 cm.</span></strong></span></li>"
,all,All,,Doll Family,Default Title,28.00,Yes,https://janecarrolldesign.com/products/doll-family,https://cdn.shopify.com/s/files/1/1302/3613/products/doll_family.jpg?v=1496328513,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">A wooden possible doll family dressed in hand finished pretty outfits.</span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Product Dimensions D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">2x10x2</span></span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">15x28x4</span></span></h4>"
